SKU,Name,Description,OriginalPrice,SellingPrice,Availability,size,productLine,ColorID,CategoryID
H02975,Multix Shoes,"They say the morning sets the tone for the day. So why not start it off with a win and lace into these adidas Multix Shoes? They're straight from the track, so they know about a fast pace, comfort and the push to the finish line. (Yes, we're getting metaphorical here.)

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",80.0,56,InStock,XL,Women,CL00089,CT056
H06648,LOUNGEWEAR Adicolor Essentials Tee,"The limits of this adidas t-shirt are essentially non-existent. Which is perfect, since boundaries aren't really your thing. The loose shape lets you keep things casual should you choose, but the solid color means it's total playtime whenever you want to clash it with some in-your-face prints. Balance, you know?

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",25.0,20,InStock,XL,Women,CL00139,CT058
GH7532,Ultralight Allover Graphic Crew Performance Socks,"Not all socks are created equal. These adidas crew socks are built for tough training sessions. Sleek and lightweight, they hug your foot like a second skin. AEROREADY wicks moisture, so you stay dry from first rep to last. 

This product is made with Primegreen, a series of high-performance recycled materials.",18.0,13,InStock,L,Training,CL00102,CT059
GM0307,Ultimate365 Core 8.5-Inch Shorts,"Pull on these adidas golf shorts to keep your cool through warm weather rounds. Their lightweight, breathable fabric delivers dependable comfort on the links. A water-resistant coating sheds damp weather with ease.",65.0,46,InStock,XXL,Men,CL00039,CT060
H06672,Adicolor Classics 3-Stripes Crew Sweatshirt,"The temperature dropped, but that doesn't mean your style has to dip too. Thanks to the heavyweight French terry build and iconic 3-Stripes, this adidas sweatshirt keeps you feeling cozy and looking fresh at the same time. 

Our cotton products support sustainable cotton farming. This product is also made with recycled content as part of our ambition to end plastic waste.",60.0,48,InStock,L,Men,CL00110,CT042
H13911,AEROREADY Designed 2 Move Sport Stretch Tee,"When it comes to versatility, nothing holds a candle to your favorite t-shirt. Move through your busy day feeling comfortable and ready for anything in the laid-back style of this adidas tee.

This product is made with Primegreen, a series of high-performance recycled materials.",25.0,20,InStock,M,Men,CL00007,CT061
GL0880,4ATHLTS ID Duffel Bag Small,"Sneak in a jog on your way to the gym with this adidas lightweight duffel bag on your back. The adjustable carry straps let you wear it two ways. When you're headed out for a weekend jaunt, switch it up again and get ready for adventure.

This product is made with Primegreen, a series of high-performance recycled materials.",40.0,28,InStock,XXL,Training,CL00114,CT062
H07890,LOUNGEWEAR Essentials Logo Fleece Hoodie,"The nice thing about a hoodie is being able to mix and match it with everything. This one from adidas is cut from a soft fleece fabric that's cozy enough to wear every day. Pair it with jeans, or keep it mellow and match it with sweats. You can't go wrong. 

Our cotton products support sustainable cotton farming. This is part of our ambition to end plastic waste.",50.0,40,InStock,L,Women,CL00090,CT063
GU6982,Running Ultralight Crew Performance Socks,"Mile after mile, these adidas running socks stay in place and keep you dry. AEROREADY is thin for a sleek feel. It hugs your foot securely like a second skin.

This product is made with Primegreen, a series of high-performance recycled materials.",15.0,12,InStock,L,Training,CL00180,CT059
GI7670,Running Ultralight Crew Performance Socks,"Mile after mile, these adidas running socks stay in place and keep you dry. AEROREADY is thin for a sleek feel. It hugs your foot securely like a second skin.

This product is made with Primegreen, a series of high-performance recycled materials.",18.0,13,InStock,S,Training,CL00120,CT059
GK3479,Finale 21 20th Anniversary UCL Mini Ball,Celebrate two decades of star-studded soccer with this adidas Finale 21 Mini Ball. It's decorated with panel designs from every UCL Finale ball since it made its debut in Europe's top tournament. The seamless laminated surface and foam core mean you can show off your sparkling skills without stopping to pump it up.,14.0,10,InStock,L,Men,CL00085,CT025
GN3533,HER Studio London Track Jacket,"When HER Studio London is involved, you know that means bold colors and wild prints. So no surprise that this adidas track jacket stands out wherever you are. 

Part of our ongoing collaboration with the powerhouse studio behind some of the most expressive patterns around, this jacket is an update of the classic silhouette. Signature details pop against the loud floral print, rooting the look in adidas DNA.",80.0,64,InStock,XXL,Women,CL00077,CT031
GM3494,Warp knit Cargo Pants,"Work on your swing at the driving range or play a round. These adidas golf pants have a flexible warp knit fabric for enhanced breathability and an unrestricted range of motion on the course. A modern, tapered cut adds to their casual feel. Use the zip cargo pocket for your scorecard or tees.

This product is made with Primegreen, a series of high-performance recycled materials.",110.0,77,InStock,XXL,Men,CL00182,CT064
H10149,Essentials 3-Stripes Cropped Hoodie,"Who said hoodies had to have that XXL vibe? This cropped take on the always-cozy pullover hoodie is proof that the relaxed fit does just fine without all that extra bulk. Iconic 3-Stripes down both arms and the adidas Badge of Sport give your look instant streetwear cred. 

This product is made with recycled content as part of our ambition to end plastic waste.",45.0,36,InStock,S,Women,CL00205,CT065
H29918,Marathon Running Jacket (Plus Size),"Prepare yourself for the long run. And the wet and windy ones, too. Zip into the light, breathable protection of this adidas running jacket made with recycled materials. You'll feel dry and serene, even if the weather isn't.

This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic.",100.0,80,InStock,L,Women,CL00160,CT066
GX2893,SAMBAROSE Shoes,"These adidas SAMBAROSE Shoes take the Samba's classic soccer look and raises it to new heights. A platform sole puts a trendy spin on this sporty silhouette. A tie-dyed upper gives them a colorful, eye-catching look.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",100.0,60,InStock,L,Women,CL00103,CT067
GX2894,SAMBAROSE Shoes,"These adidas SAMBAROSE Shoes take the Samba's classic soccer look and raises it to new heights. A platform sole puts a trendy spin on this sporty silhouette. A tie-dyed upper gives them a colorful, eye-catching look.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",100.0,60,InStock,L,Women,CL00030,CT067
GS8797,AEROREADY Designed 2 Move Sport Tee,"This adidas training tee has a simple design that you can wear as you get in those miles on the elliptical then head out to grab groceries. A long hem in the back gives extra coverage, whether you're doing a set of squats or just loading bags in and out of the car. Lightweight AEROREADY absorbs moisture and gives an overall comfy feel. 

This product is made with Primegreen, a series of high-performance recycled materials. It's also made with recycled content as part of our ambition to end plastic waste.",22.0,18,InStock,XL,Women,CL00144,CT068
GT0140,Designed 2 Move 7/8 Sport Tights (Maternity),"These adidas maternity sport tights balance support with lightweight comfort. A high-rise elastic waist and specially designed maternity fit give you the confidence to move through your workout, whether it's a neighborhood jog, yoga class or circuit at the gym. Classic, minimalist adidas style is clean and crisp, and AEROREADY keeps you dry.

This product is made with Primegreen, a series of high-performance recycled materials.",45.0,36,InStock,M,Women,CL00127,CT069
GV9740,Adilette Comfort Slides,Some things stay the same. These adidas swim slides have been pampering athletes' feet since the '70s. The casual slip-on design is for quick trips between the pool and shower.,35.0,28,InStock,S,Women,CL00006,CT070
GV9738,Adilette Comfort Slides,Rejuvenate tired feet in these women's slides. The lightweight slides have a Cloudfoam Plus contoured footbed that delivers plush cushioning with every step. The classic design features a bandage upper with contrast 3-Stripes.,35.0,28,InStock,L,Women,CL00165,CT070
H12197,Essentials Mélange Embroidered Small Logo Hoodie,"Toss on this adidas sweatshirt for a cozy layer in cool weather. Pop the hood to cover up a case of bed head, then adjust the drawcord to get just the right fit. French terry brings the comfort for long days or some chill time at home.

This product is made with recycled content as part of our ambition to end plastic waste. Our cotton products support sustainable cotton farming.",55.0,39,InStock,M,Men,CL00099,CT071
